Group,Name,Job,Required Rank,Description,Cooldown,Icon
,Sharp Counter,Swordsman,1,"In crew combat, Blade Attack. Successful attack Buffs yourself with +25% Parry, +10% Armor, Counter-attacks enemy attacker in front 2 rows, 50% chance to end after each counter for 3 Turns",Costs 1.5X Weapon's Initiative to use (No Valid Weapon),https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/8/85/Talent_badge_crewcombat.png?version=d4dc696fe041acbc6e999a0fa69c3934
,Sharp Steering,Pilot,1,"Buffs Ship with +15 Range Change, +10 Escape for next 3 Turns",3 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/8/83/Talent_badge_shipcombat.png?version=4f4a71340a5cbf567660c4bccf50c8f6
,Shredding Shots,Bounty Hunter,11,"In crew combat, Crippling Rifle Attack causes +20 Bleeding, -20% Deflection for 2 Turns",Costs Weapon's Initiative to use (No Valid Weapon),https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/8/85/Talent_badge_crewcombat.png?version=d4dc696fe041acbc6e999a0fa69c3934
mission,Shrewd Dealings,Commander,8,"When accepting a Mission, gain a (Charisma + Command %) chance to discover one of your Contact's hidden Traits",3 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/2/2d/Talent_fire_normal.png?version=2e1dd7ae1a4dea71d8c71d0c85f6e7d8
,Signature Homing,Gunner,1,"Closing in and locking on makes it hard to dodge your fire. If any ship weapons hit, this Crippling Attack causes -25% Defense, -10% Armor for the next 3 Turns",3 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/8/83/Talent_badge_shipcombat.png?version=4f4a71340a5cbf567660c4bccf50c8f6
,Signature Jammer,Electronics Tech,1,"Masks ship's signal to prevent identification. When ending a ship encounter in a draw, reduce possible Reputation damage by up to Electronics Skill",3 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/8/8f/Talent_elo_signjam_normal.png?version=6a7cf46767a3d38a4771a8abe1f744d3
rank,Silver Tongue,Diplomat,1,Price for military Rank is discounted by 10% + Negotiate Skill,3 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/9/91/Talent_money_rank_normal.png?version=bb57edc1f923121682c46a668435a3a1
,Skewering Thrust,Swordsman,8,"In crew combat, Blade Attack hits 2 targets with +25% Blade Accuracy, -15% Ranged Damage, +10% Melee Damage, +15% Armor Piercing, advances 1 slot",Costs 2X Weapon's Initiative to use (No Valid Weapon),https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/8/85/Talent_badge_crewcombat.png?version=d4dc696fe041acbc6e999a0fa69c3934
encounter,Skip Off the Void,Hyperwarp Navigator,11,"Use a short-burst of the hyperwarp drive to 'bounce' a short distance and escape ship combat. Causes 30-70% Damage to the drive, mitigated by entire crew's Navigation Skill and burns Fuel equal to a hyperwarp jump",3 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/f/ff/Talent_nav_skipvoid_normal.png?version=9b8cdd0eeaa60dd98623444b751d266d
,Slashing Retreat,Swordsman,1,"In crew combat, Blade Attack, retreats 1 slot. Successful attack Buffs yourself with +10% Armor Piercing, +25% Parry, +25% Dodge, +10% Armor for 2 Turns",Costs Weapon's Initiative to use (No Valid Weapon),https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/8/85/Talent_badge_crewcombat.png?version=d4dc696fe041acbc6e999a0fa69c3934
trade,Slippery Trader,Smuggler,5,"When trading into a Trade Ban or War, reduces the Rep penalty by 30% + double Negotiate Skill",9 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/e/e3/Talent_trade_into_conflict_smuggler_normal.png?version=50ddb97c0102f85c30b5b91cd41d616c
skill save,Sly Move,Spy,1,"Automatically passes a failed Stealth test in any situation; including exploring, landing or during a mission",3 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/1/14/Talent_skill_stealth_normal.png?version=f85dd802c4749e50e4df403f749a1f93
,Snakebite,Combat Medic,11,"In crew combat, Crippling Pistol Attack causes -25% Dodge, -15 Bio-Poison Resist for 3 Turns, knocks target back 1 slot",Costs Weapon's Initiative to use (No Valid Weapon),https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/8/85/Talent_badge_crewcombat.png?version=d4dc696fe041acbc6e999a0fa69c3934
,Sneak Attack,Spy,8,"In crew combat, Crippling Pistol Attack with +10% Ranged Damage, +10% Critical; successful hit 50% Stun target and causes -4 Initiative for 3 Turns; Requires Stealth Mode, ends Stealth Mode on use",Costs Weapon's Initiative to use (No Valid Weapon),https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/8/85/Talent_badge_crewcombat.png?version=d4dc696fe041acbc6e999a0fa69c3934
,Solace in Battle,Doctor,11,"Purges your Ship of both Crew and Ship Crippling Effects, Restores Doctor Skill worth of Morale to 20 Crew",3 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/8/83/Talent_badge_shipcombat.png?version=4f4a71340a5cbf567660c4bccf50c8f6
,Staggering Hit,Sniper,5,"In crew combat, Crippling Rifle Attack with +50% Armor Piercing, +10% Critical; successful hit causes +28 Bleeding, -20% Deflection for 2 Turns, knocks target back 1 slot; Requires Stealth Mode to use",Costs 1.5X Weapon's Initiative to use (No Valid Weapon),https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/8/85/Talent_badge_crewcombat.png?version=d4dc696fe041acbc6e999a0fa69c3934
spy,Static Talks,Electronics Tech,5,"When Spying in the orbit of a system, learn a Rumor when scoring a positive result",9 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/5/55/Talent_spy_passive_rumor_normal.png?version=4274f3508e21883f0ac8d8d28a1fc769
,Steadfast Aim,Bounty Hunter,1,"In crew combat, Rifle Attack. Successful attack Buffs yourself with +25% Ranged Accuracy, +25% Ranged Damage, +20% Armor Piercing for 2 Turns",Costs Weapon's Initiative to use (No Valid Weapon),https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/8/85/Talent_badge_crewcombat.png?version=d4dc696fe041acbc6e999a0fa69c3934
,Steady Hands,Commander,1,"Buffs Ship with +20% Defense for next 3 Turns, Purges your Ship's Crew of any Crippling Effects, Restores Command Skill worth of Morale to 10 Crew",3 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/8/83/Talent_badge_shipcombat.png?version=4f4a71340a5cbf567660c4bccf50c8f6
,Steady Mobility,Exo-Scout,1,"In crew combat, Rifle Attack. Successful attack Buffs yourself with +25% Ranged Damage, +25% Armor Piercing, +25% Dodge, +25% To Resist Debuffs for 3 Turns",Costs Weapon's Initiative to use (No Valid Weapon),https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/8/85/Talent_badge_crewcombat.png?version=d4dc696fe041acbc6e999a0fa69c3934
,Steely Authority,Military Officer,8,"In crew combat, Buffs 2 targets with +30% Deflection, +10% Armor, +75% To Resist Debuffs for 3 Turns and Restores (10 + 0 Tactics) Morale",Costs 12 Initiative to use,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/8/85/Talent_badge_crewcombat.png?version=d4dc696fe041acbc6e999a0fa69c3934
skill save,Stern Leader,Quartermaster,1,"Automatically passes a failed Command test in any situation, including deep space travel, mutiny or during a mission",3 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/b/b1/Talent_skill_command_normal.png?version=c33b33e3f2b10806ec70ed4fa036bf3f
encounter,Stiff Salute,Military Officer,1,"When encountering a Military Officer or Zealot Captain, a respectful military salute automatically ends the encounter with a Draw; Reputation penalties may still apply",3 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/d/da/Talent_mo_stiffsalute_normal.png?version=bbe17d8042416ed86265e911006d2d4f
storm,Storm Navigator,Hyperwarp Navigator,1,Astute and careful direction from the helm protects the ship and crew from damage when flying through Radiation Storms (quadrant) and Ion Storms (system),2 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/a/ae/Talent_hw_shielding_normal.png?version=60b31c98e3b55828e496b8050bd60fce
storm,Storm Shielding,Electronics Tech,1,Protects the ship and crew from damage when flying through Radiation Storms (quadrant) and Ion Storms (system) by redirecting and modulating ship shielding,2 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/9/94/Talent_elo_shielding_normal.png?version=adeadc9113cf263adb076058bd06fb75
storm,Stormhunter,Engineer,8,Careful study of readings and conditions allows Engineer to guide the ship through Radiation Storms (quadrant) and Ion Storms (system) while granting additional Experience reward,6 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/a/ab/Talent_eng_shielding_normal.png?version=15987209f27652dac2ca6a4b4d4e348a
,Strength of Steel,Swordsman,5,"In crew combat, Buff yourself with +35% Parry, +10% Dodge, +50% To Resist Debuffs for 3 Turns, Heals (5 + 0 Blades) HP and Morale",Costs 6 Initiative to use,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/8/85/Talent_badge_crewcombat.png?version=d4dc696fe041acbc6e999a0fa69c3934
victory,Strict Search,Military Officer,1,"Military discipline demands a thorough search, which uncovers secret hideaways on ships of defeated Smugglers; new lootable cargo is revealed",3 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/2/26/Talent_mo_strictsearch_normal.png?version=e62267a8726668df4d7daedec0317c26
mutiny,Summary Execution,Zealot,8,Capital punishment of the lowest Morale mutineer quickly reminds the crew who is in charge. The mutiny ends and Morale of the entire crew is increased by 20 + Intimidate Skill,26 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/a/a1/Talent_pirate_summary_execution_normal.png?version=ef5b5719ce07522b16bbde7acf4eebfd
,Suppressing Fire,Soldier,1,"In crew combat, Crippling Rifle Attack with +25% Ranged Accuracy; successful hit causes -25% All Accuracy for 2 Turns, knocks target back 1 slot",Costs Weapon's Initiative to use (No Valid Weapon),https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/8/85/Talent_badge_crewcombat.png?version=d4dc696fe041acbc6e999a0fa69c3934
patrol,Supremacy of Firepower,Gunner,5,"When Patrolling a system, remove a risk card.",3 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/f/f2/Talent_patrol_remove_normal.png?version=711837b943e5a1591bde3b1d436081b0
landing,Sure Landfall,Pilot,1,"Lands efficiently on a world, reduces operation time to 1 Turn and Fuel Cost to 1",3 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/6/6b/Talent_pilot_landfall_normal.png?version=339b2bc43fc1503aea63df443a784d69
,Sustained Fire,Bounty Hunter,8,"In crew combat, Crippling Rifle Attack causes +12 Bleeding, -25% Armor for 3 Turns",Costs Weapon's Initiative to use (No Valid Weapon),https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/8/85/Talent_badge_crewcombat.png?version=d4dc696fe041acbc6e999a0fa69c3934
jump,Swift Route,Pilot,5,Precision planning and twitch reflexes in Hyperwarp Jump reduces fuel cost by 2 + Navigation Skill,3 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/c/c0/Talent_pilot_swiftroute_normal.png?version=188dad777047f249476403b4925ba6a3
spy,Swift Sweep,Pilot,8,"When Spying in the orbit of a system, remove a risk card.",3 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/5/5b/Talent_spy_remove_normal.png?version=4b844ee2bb66b698a04ff693685fa5c0
,System Flush,Mechanic,5,Purges Ship of any Crippling Ship Effects,3 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/8/83/Talent_badge_shipcombat.png?version=4f4a71340a5cbf567660c4bccf50c8f6
,Tactical Edge,Military Officer,1,"In crew combat, Buffs with +4 Initiative, +20% All Damage, +10% Armor for 3 Turns, pushes target 1 slot",Costs 6 Initiative to use,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/8/85/Talent_badge_crewcombat.png?version=d4dc696fe041acbc6e999a0fa69c3934
spice,Talk in the Hall,Crew Dog,5,"When passing the Spice plate in the Hall, affable talk uncovers a new Rumor",3 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/7/7a/Talent_crewdog_talkinhall_normal.png?version=b51b94e96148786e4257182b8a0e88f5
spice,Talk of Far Worlds,Hyperwarp Navigator,8,"When passing the Spice plate in the Hall, talk of distant worlds grants a 10% + Navigation Skill chance for an introduction to a new Contact",13 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/2/2d/Talent_fire_normal.png?version=2e1dd7ae1a4dea71d8c71d0c85f6e7d8
on init,Target Acquired,Sniper,1,"When making Initiative Roll in Crew Combat, front line enemy suffers unseen threat and -2 Initiative, -25% Dodge, -10% Armor for 3 Turns in addition to (0 + 0 Stealth) Morale Loss; Requires Stealth Mode to use",Chance to activate at the start of each combat turn,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/8/85/Talent_badge_crewcombat.png?version=d4dc696fe041acbc6e999a0fa69c3934
,Targeting Lock,Gunner,1,"Once a lock is established, your enemy is less likely to escape. If any ship weapons hit, this Crippling Attack causes -10% Armor, -20 Escape for the next 3 Turns",3 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/8/83/Talent_badge_shipcombat.png?version=4f4a71340a5cbf567660c4bccf50c8f6
,Terrifying Accuracy,Pistoleer,8,"In crew combat, Crippling Pistol Attack and causes +14 Bleeding for 3 Turns",Costs Weapon's Initiative to use (No Valid Weapon),https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/8/85/Talent_badge_crewcombat.png?version=d4dc696fe041acbc6e999a0fa69c3934
encounter,Terrifying Extortion,Pirate,5,Frighten non-violent merchants into turning over their cargo in return for a promise of being unharmed at cost of Reputation loss,3 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/2/2d/Talent_fire_normal.png?version=2e1dd7ae1a4dea71d8c71d0c85f6e7d8
blockade,Terror of the Skies,Pirate,11,"During a Blockade of a system, replace a risk card with a Mission Success reward card.",3 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/6/68/Talent_blockade_mission_normal.png?version=b265b0f2d2aa17cf2234ce2fd62d448a
boarding,Thrown Wrench,Mechanic,5,"After a successful Boarding, sabotages components to cause a ripple effect of damage and death; -3 Reactor Pts, +25 Component Dmg/Turn, +10 Crew Dmg/Turn for next 4 Turns",9 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/f/f0/Talent_boarding_mech_wrench_normal.png?version=6c1860326478f1919dfc67300b930c08
,Tireless Pursuit,Bounty Hunter,5,"If any ship weapons hit, this Crippling Attack causes -10% Armor, -40 Escape for the next 3 Turns",3 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/8/83/Talent_badge_shipcombat.png?version=4f4a71340a5cbf567660c4bccf50c8f6
,Toxin Terror,Combat Medic,5,"In crew combat, bio-threat hits 2 targets causes -2 Initiative, -10 Bio-Poison Resist for 3 Turns",Costs 12 Initiative to use,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/8/85/Talent_badge_crewcombat.png?version=d4dc696fe041acbc6e999a0fa69c3934
trade,Trader's Reciprocity,Merchant,8,"When executing a trade at the Exchange worth over $5,000, gain Reputation equal to your Trade Permit Rank with all local known Contacts",9 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/2/2d/Talent_fire_normal.png?version=2e1dd7ae1a4dea71d8c71d0c85f6e7d8
,Treat Wounded,Doctor,1,"Heals 3 crew, or up to (Medical Rating x 3) on ships with advanced medical facilities. Each patient gains 20 + Doctor Skill in HP",3 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/8/83/Talent_badge_shipcombat.png?version=4f4a71340a5cbf567660c4bccf50c8f6
,Tricky Gunplay,Pistoleer,5,"In crew combat, Crippling Pistol Attack causes -6 Initiative, +6 Bleeding, -20% Deflection for 2 Turns",Costs 2X Weapon's Initiative to use (No Valid Weapon),https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/8/85/Talent_badge_crewcombat.png?version=d4dc696fe041acbc6e999a0fa69c3934
,Twitch Surge,Pilot,5,Guarantees successful movement to closer range; 10% + Quickness chance to advance 2 positions,3 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/8/83/Talent_badge_shipcombat.png?version=4f4a71340a5cbf567660c4bccf50c8f6
blockade,Twitchy Trigger,Gunner,8,"When Blockading a system, remove a risk card.",3 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/9/91/Talent_blockade_remove_normal.png?version=d030cf09a0aa1070bbbc99ee8d5a58e0
boarding,Unauthorized Access,Spy,5,"After a successful Boarding, breaking into the enemy ship's data banks; steals up to Electronics Skill in Intel Records",3 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/4/45/Talent_spy_unauth_access_normal.png?version=02a2a70dd1da77e4e7d0a47e1e5530f9
deserter,Unbending Law,Zealot,1,"When landing in a zone, the highest level crew member who attempts to abandon the ship reconsiders, but their salary increases by $2",3 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/9/9d/Talent_zealot_unbendinglaw_normal.png?version=3c3b5e1114b8517b8b32eaa4d751852c
smuggle,Underworld Renown,Smuggler,8,"When attempting to access a Black Market, replace a risk card with a Market Access card with Contact Influence bonus",3 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/2/22/Talent_smuggler_underworld_normal.png?version=5d5705735fb2c8311dc49b975a948906
,Unfaltering Ire,Bounty Hunter,5,"In crew combat, intimidating command hits 2 targets, removes all Buffs and causes -25% All Accuracy, -25% All Damage for 3 Turns",Costs 8 Initiative to use,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/8/85/Talent_badge_crewcombat.png?version=d4dc696fe041acbc6e999a0fa69c3934
explore,Unforeseen Discovery,Engineer,11,"While Exploring a Wild Zone, replace a risk card with a Experience bonus card",9 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/3/33/Talent_eng_explore_xp_normal.png?version=873950f2ade4a416b364659103a03032
smuggle,Unlawful Loot,Pirate,1,"When attempting to access a Black Market, reroll a risk card",3 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/2/24/Talent_blackmarket_reroll_normal.png?version=1b076f44a07a4db0de27b1b01f4906e2
smuggle,Unlawful Royalty,Smuggler,11,"When executing a trade at the Black Market worth over $50,000, gain a 50% + Charisma chance to learn about a Smuggler or Smuggler Prince Contact",9 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/2/2d/Talent_fire_normal.png?version=2e1dd7ae1a4dea71d8c71d0c85f6e7d8
,Unrivaled Patch,Engineer,1,"Purges Ship of any Crippling Ship Effects, Repairs 20% Dmg to Ship Components",3 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/8/83/Talent_badge_shipcombat.png?version=4f4a71340a5cbf567660c4bccf50c8f6
,Unseen Fear,Sniper,8,"Threat of a hidden sniper sows terror among those in the open. unseen threat hits 2 targets and Pins Target and causes -2 Initiative, -25% Dodge for 2 Turns in addition to (15 + 0 Stealth) Morale Loss",Costs 12 Initiative to use,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/8/85/Talent_badge_crewcombat.png?version=d4dc696fe041acbc6e999a0fa69c3934
wild,Unseen Traces,Explorer,5,"When landing in a Wild Zone, 10% + Explore Skill chance of discovering traces of a Contact who has operatives working in the area",13 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/2/2d/Talent_fire_normal.png?version=2e1dd7ae1a4dea71d8c71d0c85f6e7d8
,Unstoppable Force,Zealot,1,"In crew combat, Buff yourself with +25% Armor, +75% To Resist Debuffs for 3 Turns, Restores (10 + 0 Intimidate) Morale",Costs 6 Initiative to use,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/8/85/Talent_badge_crewcombat.png?version=d4dc696fe041acbc6e999a0fa69c3934
skill save,Unwavering Attention,Bounty Hunter,1,"Automatically passes a failed Intimidate test in any situation, including deep space travel, mutiny, or during a mission",3 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/5/5b/Talent_skill_intimidate_normal.png?version=a55df50007953cd4adede8e7d8b2f8c1
mission,Upstaged Success,Diplomat,5,Increase Contact Reputation and Influence bonuses when completing a Mission by Charisma %,3 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/9/91/Talent_increase_mission_rep_diplo_normal.png?version=3bf5664a063249c3b4e3328636a3a870
,Vaccination Watch,Combat Medic,5,"In crew combat, Buffs entire team with +10% Armor, +36 Bio-Poison Resist for 3 Turns",Costs 12 Initiative to use,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/8/85/Talent_badge_crewcombat.png?version=d4dc696fe041acbc6e999a0fa69c3934
,Vanishing Act,Sniper,1,"In crew combat, Buff yourself with +2 Initiative, +10% Armor Piercing, +25% Dodge, +15% Armor, Engages Stealth Mode, +(10% + Stealth) Critical; lasts for 2 Turns, retreats 1 slot",Costs 8 Initiative to use,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/8/85/Talent_badge_crewcombat.png?version=d4dc696fe041acbc6e999a0fa69c3934
,Veteran Clarity,Crew Dog,11,"Buffs Ship with +10% Critical, 10% Protection against Morale Dmg for next 2 Turns, Purges your Ship's Crew of any Crippling Effects",3 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/8/83/Talent_badge_shipcombat.png?version=4f4a71340a5cbf567660c4bccf50c8f6
,Vigilant Scanners,Electronics Tech,8,"Buffs Ship with +25% Accuracy, +25% Defense for next 2 Turns",3 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/8/83/Talent_badge_shipcombat.png?version=4f4a71340a5cbf567660c4bccf50c8f6
explore,Vigilant Search,Explorer,1,"While Exploring a Wild Zone, reroll any card",3 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/1/1d/Talent_explorer_reroll_normal.png?version=08c8e7d1c2a1ece0a0bcbd70598fafed
mutiny,Voice of Reason,Doctor,8,"A ship's crew loves a good doctor, and a calm voice of reason can calm angry minds. The mutiny ends and Morale of entire crew is increased by 10 + Doctor skill",26 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/a/a9/Talent_doctor_voiceofreason_normal.png?version=d272d4a9b16e30dfd65ce20d835fd346
victory,Warfare Patch,Engineer,5,"In the aftermath of a ship battle, repair damage to multiple Ship Components equal to 10% + Repair Skill",3 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/a/a1/Talent_victory_battle_dmg_multi_normal.png?version=9bfd188243d5491e6c282ffbb423d7ac
introduction,Warm Invitation,Diplomat,5,Receive a [10 + Negotiate]% discount on price of Contact Introductions,3 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/2/2d/Talent_fire_normal.png?version=2e1dd7ae1a4dea71d8c71d0c85f6e7d8
skill save,Watchful Eye,Quartermaster,1,"Automatically passes a failed Ship Ops test in any situation, including deep space travel, landing, or hyperwarp jumps",3 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/5/52/Talent_skill_shipops_normal.png?version=0ad8248b443736c78bb418c69f55573e
,Welcoming Conscription,Quartermaster,8,"When conscripting enemy to serve in your crew after a ship victory, new crew member starts with higher Morale and do not gain new negative Traits",3 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/2/2d/Talent_fire_normal.png?version=2e1dd7ae1a4dea71d8c71d0c85f6e7d8
spy,Wide Sweep,Electronics Tech,5,"When Spying in the orbit of a system, reroll a card.",3 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/8/8f/Talent_spy_reroll_normal.png?version=5db90f327ea35b8c2055f2f526a374d5
mission,Winning Compromise,Diplomat,1,Increases your payment for every step in a Mission by 10% + Negotiate Skill,3 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/7/7f/Talent_money_missions_normal.png?version=cc4e0091a4a7f5434c2a8ac5743077fc
skill save,Wise Counsel,Merchant,1,"Automatically passes a failed Negotiate test in any situation; including deep space travel, mutiny or during a mission",3 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/3/3b/Talent_skill_negotiate_normal.png?version=e345e67d2d7c0ed124a2aa26ff8bf384
smuggle,Word in the Market,Smuggler,1,"When gaining access to the Black Market, you may learn about a Rumor through illicit whispers.",3 weeks Cooldown,https://d1u5p3l4wpay3k.cloudfront.net/startraders_gamepedia_en/a/a7/Talent_blackmarket_rumor_normal.png?version=fd2d0eef6755ff285ea4e2fdbbeb1ae3
